name,tel,fax,email,web,url,address,nature_of_business,executive_tel,executive_email,executive_name
KEN INDUSTRIAL GASES PTE LTD ,(65) 6448 7340,(65) 6445 5102,None,None,http://www.chemicalcluster.com.sg/company-detail/ken-industrial-gases-pte-ltd,"61 Kaki Bukit Avenue 1 , #01-08 , Shun Li Industrial Park Singapore 417943",,,,
KEN PANG ENGINEERING & CONSTRUCTION PTE LTD ,(65) 6896 0879,(65) 6896 0877,knpg@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/ken-pang-engineering-ve-construction-pte-ltd,"Block 151 Bukit Batok Street 11, #02-256,  Singapore 650151",,,,
KENSON ENTERPRISE PTE LTD,(65) 6749 0708,(65) 6749 3301,sales@kenson.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/kenson-enterprise-pte-ltd,"17 Joo Koon Road,  Singapore 628977",,,,
KENTRIDGE INSTRUMENTS PTE LTD ,(65) 6774 4685,(65) 6774 4695,None,None,http://www.chemicalcluster.com.sg/company-detail/kentridge-instruments-pte-ltd,"51 Ayer Rajah Crescent , #05-1415,  Singapore 139948",,,,
KENYON ENGINEERING PTE LTD,(65) 6542 8888,(65) 6542 8669,yktan@kenyon.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/kenyon-engineering-pte-ltd,"8 Loyang Crescent,  Singapore 509016",,,,
KEPPEL ENERGY PTE LTD ,(65) 6278 1800,(65) 6278 0777,None,None,http://www.chemicalcluster.com.sg/company-detail/keppel-energy-pte-ltd,"1 HarbourFront Avenue , #05-05,  Singapore 98632",,,,
KEPPEL FELS LIMITED,(65) 6863 7200,(65) 6261 7719,None,None,http://www.chemicalcluster.com.sg/company-detail/keppel-fels-limited,"50 Gul Road,  Singapore 629351",,,,
KEPPEL INTEGRATED ENGINEERING LTD ,(65) 6267 6800,(65) 6262 1297,None,None,http://www.chemicalcluster.com.sg/company-detail/keppel-integrated-engineering-ltd,"2 Corporation Road , #02-00,  Singapore 618494",,,,
KEPPEL LOGISTICS (FOSHAN) LIMITED,(86) 757 83102500,(86) 757 83102508,corp@keppellog.com.cn,www.keppellog.com,http://www.chemicalcluster.com.sg/company-detail/keppel-logistics-foshan-limited,"No. 88 Qianjin Road, Lanshi Port,, Foshan City, Guangdong, 528041,  Singapore 0",,,,
KEPPEL LOGISTICS (HONG KONG) LIMITED,(852) 2894 8388,(852) 2577 5319,info@keppellog.com.cn,www.keppellog.com,http://www.chemicalcluster.com.sg/company-detail/keppel-logistics-hong-kong-limited,"Rm 303, 3/F The Centre Mark,, 287-299 Queen's Road Central,,  Singapore 0",,,,
KEPPEL LOGISTICS (MALAYSIA) SDN BHD,(603) 5191 1820,(603) 5191 1821,my.keplog@keppellog.com,www.keppellog.com,http://www.chemicalcluster.com.sg/company-detail/keppel-logistics-malaysia-sdn-bhd,"Lot 38279 Jalan SU 8A Lion Industrial Park,, Seksyen 22, 40300 Shah Alam,, Selangor Darul Ehsan, 40300 Shah Alam, Singapore 0",,,,
KANEKA SINGAPORE CO (PTE) LTD ,(65) 6861 3711,(65) 6862 1858,kaneka05@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/kaneka-singapore-co-pte-ltd,"29 Gul Crescent ,  Singapore 629534",,,,
KANSAI PAINT (SINGAPORE) PTE LTD,(65) 6261 8621,(65) 6261 2101,teng_yew.heng@kps.sg,www.kansaipaint.com.sg,http://www.chemicalcluster.com.sg/company-detail/kansai-paint-singapore-pte-ltd,"57 Penjuru Road,  Singapore 609141",,,,
KANTO KAGAKU SINGAPORE PTE LTD,(65) 6266 6650,(65) 6266 6651,None,www.kanto.com.sg,http://www.chemicalcluster.com.sg/company-detail/kanto-kagaku-singapore-pte-ltd,No 5 Pioneer Walk  Singapore 627754,,,,
KAO SINGAPORE PRIVATE LIMITED,(65) 6471 2811,(65) 6471 2566,None,www.kao.com.sg,http://www.chemicalcluster.com.sg/company-detail/kao-singapore-private-limited,"83 Clemenceau Avenue #16-08, UE Square Singapore 239920",,,,
KAOSON INTEGRATED ENGINEERING PTE LTD,(65) 6458 7645,(65) 6458 7262,None,None,http://www.chemicalcluster.com.sg/company-detail/kaoson-integrated-engineering-pte-ltd,"Block 4009 Ang Mo Kio Avenue 10 , #04-33, TECHplace I Singapore 569738",,,,
KAR HO ENGINEERING CONSTRUCTION ,(65) 6267 8735,(65) 6267 8736,None,None,http://www.chemicalcluster.com.sg/company-detail/kar-ho-engineering-construction,"21 Toh Guan Road East, #05-24 , Toh Guan Centre Singapore 608609",,,,
KARELIECH PTE LTD,(65) 6220 1388,(65) 6224 1581,None,None,http://www.chemicalcluster.com.sg/company-detail/kareliech-pte-ltd,"10 Anson Road, #27-12A, International Plaza Singapore 79903",,,,
KATOEN NATIE SINGAPORE (JURONG) PTE LTD,(65) 6419 2500,(65) 6419 2501,None,www.katoennatie.com,http://www.chemicalcluster.com.sg/company-detail/katoen-natie-singapore-jurong-pte-ltd,1 Banyan Place Jurong Island Singapore 627841,,,,
KATZ MCCATHY PTE LTD,(65) 6392 5814,(65) 6392 5741,None,www.katzmccathy.com,http://www.chemicalcluster.com.sg/company-detail/katz-mccathy-pte-ltd,"24 Kallang Avenue, Level 2, Pico Creative Centre Singapore 339411",,,,
KCC (SINGAPORE) PTE LTD ,(65) 6862 0100,(65) 6863 0678,None,www.kccpaint.com.sg ,http://www.chemicalcluster.com.sg/company-detail/kcc-singapore-pte-ltd,"1 Tuas Avenue 2,  Singapore 639441",,,,
KCH GROUP (SINGAPORE) PTE LTD ,(65) 6862 5061,(65) 6862 5743,margaret@sglcarbon.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/kch-group-singapore-pte-ltd,"3 Tuas Avenue 14 ,  Singapore 638950",,,,
KCL ELECTRONICS PTE LTD ,(65) 6748 8977,(65) 6748 1786,None,None,http://www.chemicalcluster.com.sg/company-detail/kcl-electronics-pte-ltd,"53 Ubi Avenue 1 , #05-39 , Paya Ubi Industrial Park Singapore 408934",,,,
KE-BURGMANN SINGAPORE PTE LTD ,(65) 6261 8581,(65) 6261 8589,sales@ke-burgmann.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/ke-burgmann-singapore-pte-ltd,"Block 7  Pioneer Road North , #01-51,  Singapore 628459",,,,
KELE & ASSOCIATES PTE LTD,(65) 6282 9120,None,None,None,http://www.chemicalcluster.com.sg/company-detail/kele-ve-associates-pte-ltd,"48 MacTaggart Road , #11-01,  Singapore 368088",,,,
KELLOGG BROWN & ROOT ASIA PACIFIC PTE LTD ,(65) 6223 8311,(65) 6222 6016,None,www.halliburton.com ,http://www.chemicalcluster.com.sg/company-detail/kellogg-brown-ve-root-asia-pacific-pte-ltd,"79 Anson Road , #20-00 , Phoenix Tower Singapore 79906",,,,
K & L FLUID TECHNOLOGY PTE LTD,(65) 6861 5645,(65) 6861 5647,None,None,http://www.chemicalcluster.com.sg/company-detail/k-ve-l-fluid-technology-pte-ltd,"48 Toh Guan Road East, #09-132 , Enterprise Hub Singapore 608586",,,,
K A BUILDING CONSTRUCTION PTE LTD ,(65) 6747 1747,(65) 6747 3196,None,None,http://www.chemicalcluster.com.sg/company-detail/k-a-building-construction-pte-ltd,"10 Ubi Crescent , #06-99,  Singapore 408564",,,,
K L COATS (S) PTE LTD ,(65) 6353 8611,(65) 6353 4742,klcoats@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/k-l-coats-s-pte-ltd,"Block 9004  Tampines Street 93, #02-106,  Singapore 528838",,,,
K L KOH ENTERPRISE PTE LTD ,(65) 6752 6828,(65) 6752 6866,klkoh@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/k-l-koh-enterprise-pte-ltd,"6 Woodlands Terrace Estate    ,  Singapore 738431",,,,
K S LEE & ASSOCIATES (ASIA) PTE LTD,(65) 6334 2558,None,None,None,http://www.chemicalcluster.com.sg/company-detail/k-s-lee-ve-associates-asia-pte-ltd,"1 Sophia Road, #04-34,  Singapore 228149",,,,
K SENG LEE ENGINEERING WORKS ,(65) 6292 0234,(65) 6296 9232,None,None,http://www.chemicalcluster.com.sg/company-detail/k-seng-lee-engineering-works,"134 Kallang Place,  Singapore 339196",,,,
K-INDUSTRIAL SERVICES PTE LTD,(65) 6563 1101,None,None,None,http://www.chemicalcluster.com.sg/company-detail/k-industrial-services-pte-ltd,"Blk 2021 Bukit Batok Street 23, #01-204,  Singapore 659526",,,,
K-PLAST TECHNOLOGY PTE LTD ,(65) 6264 2712,(65) 6261 3337,None,None,http://www.chemicalcluster.com.sg/company-detail/k-plast-technology-pte-ltd,"79 Tuas South Street 5 , CPI Building Singapore 637604",,,,
K. E. SERVICE PTE LTD,(65) 6275 6923,(65) 6542 4993 / (65) 6275 6875,ekgoh@KEService.onmicrosoft.com,None,http://www.chemicalcluster.com.sg/company-detail/k-e-service-pte-ltd,Block 4003 Depot Lane #01-65 Singapore 109757,,,,
K&K ENGINEERING & CONSTRUCTION SERVICES ,(65) 9479 2183,None,kokwayyip@yahoo.com,None,http://www.chemicalcluster.com.sg/company-detail/k-ve-k-engineering-ve-construction-services,"10 Anson Road , #31-10, International Plaza Singapore 79903",,,,
KAH SING DEVELOPMENT ENGINEERING PTE LTD ,(65) 6481 4914,(65) 6481 6292,kahsing@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/kah-sing-development-engineering-pte-ltd,"32 Ang Mo Kio Industrial Park 2 , #06-03, Sing Industrial Complex Singapore 569510",,,,
KAIMANN ASIA-PACIFIC PTE LTD,(65) 6283 7710,(65) 6283 7712,None,None,http://www.chemicalcluster.com.sg/company-detail/kaimann-asia-pacific-pte-ltd,"150 Cecil Street, #15-01,  Singapore 69543",,,,
KAISER ELECTRICAL & ELECTRONIC CO,(65) 6747 4298,(65) 6747 1183,None,None,http://www.chemicalcluster.com.sg/company-detail/kaiser-electrical-ve-electronic-co,"35 Kallang Pudding Road , #06-09, Block A Tong Lee Building Singapore 349314",,,,
KAISHO TECHNOLOGY PTE LTD ,(65) 6455 9500,(65) 6756 2587,None,None,http://www.chemicalcluster.com.sg/company-detail/kaisho-technology-pte-ltd,"1 Yishun Street 23, #05-38,  Singapore 768441",,,,
KAMTEX INDUSTRIES PTE LTD,(65) 6744 5307,None,None,None,http://www.chemicalcluster.com.sg/company-detail/kamtex-industries-pte-ltd,"37 Tannery Lane, #06-06,  Singapore 347790",,,,
JOTUN (SINGAPORE) PTE LTD,(65) 6265 4711,(65) 6265 7484,None,www.jotun.com/ap,http://www.chemicalcluster.com.sg/company-detail/jotun-singapore-pte-ltd,"15 Sixth Lok Yang Rd,  Singapore 628111",,,,
JP NELSON EQUIPMENT PTE LTD,(65) 6368 9991,(65) 6367 9991,jpnelson@singnet.com.sg,www.jpnelson.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jp-nelson-equipment-pte-ltd,"30 Benoi Road,  Singapore 629900",,,,
JPL INDUSTRIES PTE LTD ,(65) 6266 2210,(65) 6266 3002,hosl@jplind.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/jpl-industries-pte-ltd,"29 Tanjong Kling Road,  Singapore 628054",,,,
JPN INDUSTRIAL TRADING PTE LTD,(65) 6288 9991,(65) 6280 5725,philip@jpn.sg,www.jpn.sg,http://www.chemicalcluster.com.sg/company-detail/jpn-industrial-trading-pte-ltd,"13A  Pandan Crescent ,  Singapore 128478",,,,
JS PROCESS SYSTEM PTE LTD,(65) 6481 7717,(65) 6481 7177,sales@jsps.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/js-process-system-pte-ltd,"Block 5046  Ang Mo Kio Industrial Park 2, #01-561,  Singapore 569549",,,,
JTC CORPORATION ,(65) 6560 0056,(65) 6565 5301,feedback@jtc.gov.sg,www.jtc.gov.sg ,http://www.chemicalcluster.com.sg/company-detail/jtc-corporation,"8 Jurong Town Hall Road , The JTC Summit Singapore 609434",,,,
JUBILANT INTERNATIONAL PTE LTD ,(65) 6777 1777,(65) 6776 2777,None,None,http://www.chemicalcluster.com.sg/company-detail/jubilant-international-pte-ltd,"52 Pandan Road,  Singapore 609291",,,,
JUNEFIELD PTE LTD ,(65) 6763 6370,(65) 6763 6371,None,None,http://www.chemicalcluster.com.sg/company-detail/junefield-pte-ltd,"Block 2023  Bukit Batok Street 23 , #01-106,  Singapore 659528",,,,
JUNGBUNZLAUER SINGAPORE PTE LTD ,(65) 6337 2300,(65) 6337 5900,None,None,http://www.chemicalcluster.com.sg/company-detail/jungbunzlauer-singapore-pte-ltd,"99 Bukit Timah Road , #04-04, Alfa Centre Singapore 229835",,,,
JURID ENTERPRISE PTE LTD ,(65) 6742 5516,(65) 6749 5516,jurid@starhub.net.sg,www.jurid.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jurid-enterprise-pte-ltd,"35 Genting Road,  Singapore 349483",,,,
JURONG BARRELS & DRUMS INDUSTRIES PTE LTD,(65) 6861 4150,(65) 6861 3247,barrels@starhub.net.sg,www.barrels.com.sg,http://www.chemicalcluster.com.sg/company-detail/jurong-barrels-ve-drums-industries-pte-ltd,"34 GuI Crescent    ,  Singapore 629538",,,,
JURONG ENGINEERING LIMITED ,(65) 6265 3222,(65) 6268 4211,marketing@jel.com.sg,www.jel.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jurong-engineering-limited,"25 Tanjong Kling Road,  Singapore 628050",,,,
JW MACS PTE LTD,(65) 6748 7842,(65) 6748 3621,jwmacs@singnet.com.sg,www.jwpiping.com ,http://www.chemicalcluster.com.sg/company-detail/jw-macs-pte-ltd,"113 Ubi Avenue 4 , #02-00,  Singapore 408762",,,,
JW PIPING COMPONENT PTE LTD ,(65) 6748 7842,(65) 6748 3621,None,None,http://www.chemicalcluster.com.sg/company-detail/jw-piping-component-pte-ltd,"113 Ubi Avenue 4 ,  Singapore 408762",,,,
K & FS PTE LTD,(65) 6752 9786,(65) 6752 2014,k.fs@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/k-ve-fs-pte-ltd,"45 Senoko Road,  Singapore 758114",,,,
JO TANKERS ASIA PTE LTD ,(65) 6736 1114,(65) 6536 2603,None,None,http://www.chemicalcluster.com.sg/company-detail/jo-tankers-asia-pte-ltd,"61 Robinson Road , #08-03, Robinson Centre Singapore 68893",,,,
JOHN CRANE SINGAPORE PTE LTD ,(65) 6861 1288,(65) 6512 5222,sales@johncrane.com.sg,www.johncrane.com ,http://www.chemicalcluster.com.sg/company-detail/john-crane-singapore-pte-ltd,"21 Tuas Avenue 11,  Singapore 639085",,,,
JOHN HOLLAND ELECTRICAL & SERVICE PTE LTD ,(65) 6481 6366,(65) 6481 1866,None,None,http://www.chemicalcluster.com.sg/company-detail/john-holland-electrical-ve-service-pte-ltd,"1 Ang Mo Kio Industrial Park 2A , #07-06,  Singapore 568049",,,,
JOHN ZINK ASIA PACIFIC ,(65) 6732 7555,(65) 6863 7813,None,www.JohnZink.com ,http://www.chemicalcluster.com.sg/company-detail/john-zink-asia-pacific,"260 Orchard Road , #11-01/09 , The Heeren Singapore 238855",,,,
JOHNSON & JOHNSON MEDICAL SINGAPORE ,(65) 6827 6000,(65) 6720 0750,None,www.jnj.com ,http://www.chemicalcluster.com.sg/company-detail/johnson-ve-johnson-medical-singapore,"2 International Business Park , #07-01, Tower One The Strategy Singapore 609930",,,,
JOHNSON & JOHNSON PTE LTD ,(65) 6827 6000,(65) 6720 0746,None,None,http://www.chemicalcluster.com.sg/company-detail/johnson-ve-johnson-pte-ltd,"51 Science Park Road , #01-01/10 , The Aries Singapore 117586",,,,
JOHNSON CONTROLS (S) PTE LTD ,(65) 6748 0202,(65) 6743 4420,be-asia-sg-enquiry@jci.com,www.johnsoncontrols.com ,http://www.chemicalcluster.com.sg/company-detail/johnson-controls-s-pte-ltd,"10 Upper Aljunied Link, #08-00 , York International Industrial Building Singapore 367904",,,,
JOHNSON DIVERSEY SINGAPORE PTE LTD ,(65) 6271 1838,(65) 6774 0906,None,None,http://www.chemicalcluster.com.sg/company-detail/johnson-diversey-singapore-pte-ltd,"73 Science Park Drive, #02-14, Cintech I, Singapore Science Park I Singapore 118254",,,,
JOHNSON PACIFIC PTE LTD  ,(65) 6268 1177,(65) 6264 1331,sales@johnson.com.sg,www.johnson.com.sg ,http://www.chemicalcluster.com.sg/company-detail/johnson-pacific-pte-ltd,"45 Defu Lane 9,  Singapore 539285",,,,
JOHONG HARDWARE & PAINTS PTE LTD,(65) 6386 6569,None,jhhppl@singnet.com.sg,www.johong.com,http://www.chemicalcluster.com.sg/company-detail/johong-hardware-ve-paints-pte-ltd,"Blk 698 Hougang St 61, #01-04,  Singapore 530698",,,,
JOINT ANALYTICAL SYSTEMS (SINGAPORE) PTE. LTD. ,(65) 6897 0626,(65) 6897 0627,None,www.jas.sg ,http://www.chemicalcluster.com.sg/company-detail/joint-analytical-systems-singapore-pte-ltd,"10 Bukit Batok Crescent , #08-01/02, The Spire Singapore 658079",,,,
JON INTERNATIONAL MANPOWER PTE LTD ,(65) 6534 0700,(65) 6536 3464,recruit@jonmanpower.com,www.jonmanpower.com ,http://www.chemicalcluster.com.sg/company-detail/jon-international-manpower-pte-ltd,"75A  Geylang Road,  Singapore 389196",,,,
JOO CHEONG ENTERPRISE PTE LTD,(65) 6367 0309,(65) 6368 1863,joocheon@starhub.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/joo-cheong-enterprise-pte-ltd,"23F  Sungei Kadut Street 1,  Singapore 729328",,,,
JOO SIANG & CO PTE LTD,(65) 6291 7770 / (65) 9787 1409,(65) 6291 7750,joosco@singnet.com,None,http://www.chemicalcluster.com.sg/company-detail/joo-siang-ve-co-pte-ltd,"54 Maude Road, #03-06 , Townshend Building Singapore 208346",,,,
JORD BALCKE-DUERR PTE LTD,(65) 6462 6255,(65) 6462 0727,None,None,http://www.chemicalcluster.com.sg/company-detail/jord-balcke-duerr-pte-ltd,"190 MacPherson Road, #09-02,  Singapore 348548",,,,
JGC CORPORATION,(65) 6324 2555,(65) 6324 2002,jgc_corpn@pacific.net.sg,www.jgc.co.jp ,http://www.chemicalcluster.com.sg/company-detail/jgc-corporation,"29 International Business Park, #07-01/02, Acer Building Tower A Singapore 609923",,,,
JGC SINGAPORE PTE LTD,(65) 6227 0122,(65) 6227 0358,steven.lee@jgc.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/jgc-singapore-pte-ltd,"29 International Business Park, #07-01 , Acer Building Tower A Singapore 609923",,,,
JHENG YOUNG ENGRG WORKS ,(65) 6745 0323,(65) 6745 0306,None,None,http://www.chemicalcluster.com.sg/company-detail/jheng-young-engrg-works,"Block 1005 Eunos Avenue 7 , #01-12,  Singapore 409576",,,,
JIAN CHYE CONSTRUCTION PTE LTD ,(65) 6365 2955,(65) 6482 3881,None,None,http://www.chemicalcluster.com.sg/company-detail/jian-chye-construction-pte-ltd,"33 Senoko Loop,  Singapore 758164",,,,
JIAN HUANG ENGINEERING PTE LTD ,(65) 6892 0356,(65) 6769 0894,kagan@jianhuang.com.sg,www.jianhuang.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jian-huang-engineering-pte-ltd,"63 Hillview Avenue , #08-03 , Lam Soon Industrial Building Singapore 669569",,,,
JIN CHIANG ELECTRICAL CONTRACTOR ,(65) 6482 1145,(65) 6482 0274,None,None,http://www.chemicalcluster.com.sg/company-detail/jin-chiang-electrical-contractor,"1 Yishun Street 23, #03-15,  Singapore 768441",,,,
JINGSLINK MARKETING PTE LTD ,(65) 6299 5836,(65) 6299 5893,info@xypex.com.sg,www.xypex.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jingslink-marketing-pte-ltd,"10 Ubi Crescent , #02-45 , Ubi Techpark Singapore 408564",,,,
JINIS INTERNATIONAL PTE LTD,(65) 6562 2322,(65) 6562 6006,jinis@cyberway.com.sg,www.jinis.com.sg ,http://www.chemicalcluster.com.sg/company-detail/jinis-international-pte-ltd,"2 Jurong East Street 21 , #04-31G, IMM Building Singapore 609601",,,,
JIREH ENGINEERING PTE LTD,(65) 6256 8688 / (65) 6256 8689,(65) 6256 0592,None,None,http://www.chemicalcluster.com.sg/company-detail/jireh-engineering-pte-ltd,"Block 1004 Toa Payoh Industrial Park Lorong 8, #06-1485 / 1487,  Singapore 319076",,,,
JIUNGYO ENGINEERING PTE LTD ,(65) 6368 7808,(65) 6365 0992,None,None,http://www.chemicalcluster.com.sg/company-detail/jiungyo-engineering-pte-ltd,"20 Kranji Way,  Singapore 739462",,,,
JJ (M&E) SYSTEMS PTE LTD ,(65) 6846 1676,(65) 6842 1677,None,None,http://www.chemicalcluster.com.sg/company-detail/jj-m-ve-e-systems-pte-ltd,"Block 1085  Eunos Avenue 7A , #04-14,  Singapore 409535",,,,
JJ COSMOS INNOVATION PTE LTD ,(65) 6336 5697,(65) 6336 5698,admin@jjcosmos.com,None,http://www.chemicalcluster.com.sg/company-detail/jj-cosmos-innovation-pte-ltd,"67A  Queen Street Bugis Village,  Singapore 188546",,,,
JJY ENGINEERING & CONSTRUCTION PTE LTD ,(65) 6268 3347,(65) 6862 5891,None,None,http://www.chemicalcluster.com.sg/company-detail/jjy-engineering-ve-construction-pte-ltd,"7 Kian Teck Lane, #01-27,  Singapore 627846",,,,
JKM TECHNOLOGIES PTE LTD,(65) 6336 5697,(65) 6336 5698,admin@jjcosmos.com,None,http://www.chemicalcluster.com.sg/company-detail/jkm-technologies-pte-ltd,"67A  Queen Street , Bugis Village Singapore 188546",,,,
JNW ENGINEERING PTE LTD ,(65) 6481 6255,(65) 6482 3440,None,www.jnwengineering.com ,http://www.chemicalcluster.com.sg/company-detail/jnw-engineering-pte-ltd,"Block 5  Ang Mo Kio Industrial Park 2A, #05-18 , AMK Tech II Singapore 567760",,,,
JC FLOW CONTROLS PTE LTD,(65) 6862 4662,(65) 6562 3148,None,None,http://www.chemicalcluster.com.sg/company-detail/jc-flow-controls-pte-ltd,"5 Tuas View Close ,  Singapore 637490",,,,
JEBSEN & JESSEN BROADWAY SINGAPORE PTE LTD ,(65) 6305 3788,(65) 6265 1313,None,None,http://www.chemicalcluster.com.sg/company-detail/jebsen-ve-jessen-broadway-singapore-pte-ltd,"18 Enterprise Road,  Singapore 629824",,,,
JEBSEN & JESSEN INGREDIENTS (S) PTE LTD ,(65) 6305 3488,(65) 6305 3461,None,www.chemicals.jjsea.com,http://www.chemicalcluster.com.sg/company-detail/jebsen-ve-jessen-ingredients-s-pte-ltd,"2 Corporation Road  #03-06, Corporation Place Singapore 618494",,,,
JEBSEN & JESSEN TECHNOLOGY (S) PTE LTD,(65) 6305 3688,(65) 6305 3866,None,None,http://www.chemicalcluster.com.sg/company-detail/jebsen-ve-jessen-technology-s-pte-ltd,"33 Gul Circle,  Singapore 629570",,,,
JECS SINGAPORE (PTE) LTD,(65) 6861 5577,(65) 6861 4253,fredang@cyberway.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/jecs-singapore-pte-ltd,"26 GuI Drive, Jurong Town  ,  Singapore 629474",,,,
JEDA PTE LTD ,(65) 6275 0040,(65) 6338 0415,None,None,http://www.chemicalcluster.com.sg/company-detail/jeda-pte-ltd,"Block 165  Bukit Merah Central , #05-3661,  Singapore 150165",,,,
JEFF SUPPLIES PTE LTD,(65) 6442 9228,(65) 6241 7966,jeffsupplies@pacific.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/jeff-supplies-pte-ltd,"10 Changi North Street 1 , #01-02 , Expression Technology Centre Singapore 498826",,,,
JEL MAINTENANCE PTE LTD,(65) 6265 3222,(65) 6264 8097,anwardeen@jel.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/jel-maintenance-pte-ltd,"25 Tanjong Kling Road, Jurong Town Singapore 628050",,,,
JEMINI ENGINEERING PTE LTD ,(65) 6848 4562,(65) 6848 4563,None,None,http://www.chemicalcluster.com.sg/company-detail/jemini-engineering-pte-ltd,"257A  Geylang Road,  Singapore 389313",,,,
JESCHEM TRADING ,(65) 6898 9298,(65) 6898 9286,None,None,http://www.chemicalcluster.com.sg/company-detail/jeschem-trading,"7 Joo Koon Way,  Singapore 628945",,,,
JETECH INTERNATIONAL PTE LTD ,(65) 6316 6092,None,None,None,http://www.chemicalcluster.com.sg/company-detail/jetech-international-pte-ltd,"50 Bukit Batok Street 23 , #06-31,  Singapore 659578",,,,
JETWAY ENGINEERING PTE LTD,(65) 6484 9439,(65) 6484 1416,None,None,http://www.chemicalcluster.com.sg/company-detail/jetway-engineering-pte-ltd,"35 Kelantan Lane, #04-01A,  Singapore 208652",,,,
JETWIND PRINTING & PACKAGING PTE LTD ,(65) 6353 7271,(65) 6354 1813,None,None,http://www.chemicalcluster.com.sg/company-detail/jetwind-printing-ve-packaging-pte-ltd,"Block 11  Toa Payoh Industrial Park Lorong 8 , #01-1203,  Singapore 319063",,,,
JF HILLEBRAND SINGAPORE PTE LTD,(65) 6501 5239 / (65) 6501 5201,(65) 6501 5238 / (65) 6737 1773,singapore@hillebrand.com,www.transoceanbulk.com,http://www.chemicalcluster.com.sg/company-detail/jf-hillebrand-singapore-pte-ltd,"1 HarbourFront Place, #04-08, HarbourFront Tower One Singapore 98633",,,,
JFE ENGINEERING SINGAPORE PTE LTD ,(65) 6734 2482,(65) 6734 1186,None,None,http://www.chemicalcluster.com.sg/company-detail/jfe-engineering-singapore-pte-ltd,"1 Scotts Road , #21-05 , Shaw Centre Singapore 228208",,,,
J. RAY MCDERMOTT ASIA PACIFIC PTE LTD,(65) 6561 2288,(65) 6561 2777,None,None,http://www.chemicalcluster.com.sg/company-detail/j-ray-mcdermott-asia-pacific-pte-ltd,"11 Lorong 3 Toa Payoh , #02-00 , Jackson Square Block A Singapore 319579",,,,
J.D. NEUHAUS PTE LTD ,(65) 6275 8911,(65) 6275 8922,info@jdn.com.sg,www.jdneuhaus.com.sg ,http://www.chemicalcluster.com.sg/company-detail/j-d-neuhaus-pte-ltd,"21 Toh Guan Road East, #09-02, Toh Guan Centre Singapore 608609",,,,
J&P MANUFACTURING & ENGINEERING PTE LTD ,(65) 9487 1612,(65) 6863 2767,None,None,http://www.chemicalcluster.com.sg/company-detail/j-ve-p-manufacturing-ve-engineering-pte-ltd,"156 Gul Circle,  Singapore 629613",,,,
JABEL PROCESS ENGINEERING PTE LTD ,(65) 6225 5339,(65) 6292 0569,None,None,http://www.chemicalcluster.com.sg/company-detail/jabel-process-engineering-pte-ltd,"10 Anson Road, #33-17, International Plaza Singapore 79903",,,,
JACK ENTERPRISE PTE LTD  ,(65) 6264 6626,(65) 6264 1101,jackentr@starhub.net.sg,None,http://www.chemicalcluster.com.sg/company-detail/jack-enterprise-pte-ltd,"26 Jurong Port Road,  Singapore 619099",,,,
JACKSON SUPPLIES PTE LTD,(65) 6767 8661 / (65) 6767 8672,(65) 6767 8687,jacsup@singnet.com.sg,None,http://www.chemicalcluster.com.sg/company-detail/jackson-supplies-pte-ltd,"38 Woodlands Industrial Park E1, #01-11,  Singapore 757700",,,,
JACOBS ENGINEERING SINGAPORE PTE LTD,(65) 6890 1960,(65) 6899 1619,None,None,http://www.chemicalcluster.com.sg/company-detail/jacobs-engineering-singapore-pte-ltd,"29 International Business Park, #03-01, Acer Building Singapore 609923",,,,
JAMES WALKER SINGAPORE PTE LTD,(65) 6777 9896,(65) 6777 6102,None,www.jameswalker.biz,http://www.chemicalcluster.com.sg/company-detail/james-walker-singapore-pte-ltd,"192 Pandan Loop, #05-11/12, Pantech Business Hub Singapore 128381",,,,
JARDINE ENGINEERING (SINGAPORE) PTE LTD,(65) 6305 6388,(65) 6747 6340,jes.enquiry@jec.com,None,http://www.chemicalcluster.com.sg/company-detail/jardine-engineering-singapore-pte-ltd,"178 Paya Lebar Road, #03-10,  Singapore 409030",,,,
